港北ＰＡ下り,1,1,2
港北ＰＡ上り,2,2,2
海老名ＳＡ上り,1,1,1
海老名ＳＡ下り,1,1,1
中井ＰＡ上り,1,1,2
中井ＰＡ下り,2,1,2
鮎沢ＰＡ下り,1,1,1
鮎沢ＰＡ上り,1,1,2
駒門ＰＡ上り,1,1,1
駒門ＰＡ下り,1,1,1
富士川ＳＡ上り,1,1,1
由比ＰＡ下り,1,1,1
由比ＰＡ上り,1,1,1
日本平ＰＡ上り,1,1,1
日本平ＰＡ下り,1,1,1
日本坂ＰＡ上り,1,1,1
日本坂ＰＡ下り,1,1,1
牧之原ＳＡ上り,1,1,1
小笠ＰＡ上り,1,1,1
小笠ＰＡ下り,1,1,1
三方原ＰＡ上り,2,2,2
三方原ＰＡ下り,2,2,2
新城ＰＡ上り,1,1,1
新城ＰＡ下り,1,1,1
豊橋ＰＡ下り,1,1,1
赤塚ＰＡ上り,1,1,1
赤塚ＰＡ下り,1,2,1
美合ＰＡ下り,1,1,1
美合ＰＡ上り,1,1,2
豊田上郷ＳＡ上り,1,1,1
豊田上郷ＳＡ下り,1,1,1
東郷ＰＡ上り,1,1,1
東郷ＰＡ下り,1,1,1
